iter	Passed	Remaining
1659	158416	127878
1660	158514	127785
1661	158610	127689
1662	158703	127592
1663	158805	127502
1664	158899	127405
1665	158993	127309
1666	159081	127208
1667	159176	127112
1668	159270	127015
1669	159365	126919
1670	159458	126822
1671	159553	126726
1672	159646	126629
1673	159746	126537
1674	159839	126440
1675	159933	126343
1676	160028	126247
1677	160119	126148
1678	160219	126056
1679	160315	125961
1680	160411	125867
1681	160502	125768
1682	160598	125673
1683	160691	125575
1684	160796	125488
1685	160891	125392
1686	160977	125289
1687	161073	125194
1688	161169	125099
1689	161266	125005
1690	161366	124913
1691	161461	124818
1692	161558	124723
1693	161650	124625
1694	161749	124533
1695	161844	124437
1696	161939	124341
1697	162037	124248
1698	162133	124153
1699	162228	124057
1700	162325	123962
1701	162415	123863
1702	162501	123760
1703	162597	123665
1704	162690	123568
1705	162795	123479
1706	162889	123383
1707	162988	123290
1708	163081	123194
1709	163174	123096
1710	163270	123001
1711	163360	122902
1712	163462	122811
1713	163560	122717
1714	163653	122620
1715	163771	122542
1716	163871	122450
1717	163970	122357
1718	164071	122266
1719	164172	122175
1720	164264	122076
1721	164359	121981
1722	164454	121885
1723	164555	121794
1724	164645	121694
1725	164752	121607
1726	164848	121512
1727	164947	121419
1728	165041	121323
1729	165143	121232
1730	165242	121139
1731	165339	121045
1732	165438	120952
1733	165529	120853
1734	165624	120758
1735	165726	120666
1736	165820	120570
1737	165917	120476
1738	166015	120382
1739	166110	120287
1740	166202	120188
1741	166292	120089
1742	166390	119995
1743	166483	119898
1744	166578	119802
1745	166674	119707
1746	166772	119614
1747	166870	119520
1748	166967	119426
1749	167056	119325
1750	167148	119228
1751	167242	119131
1752	167335	119034
1753	167432	118939
1754	167522	118840
1755	167616	118744
1756	167715	118651
1757	167813	118557
1758	167907	118461
1759	168001	118364
1760	168092	118266
1761	168191	118172
1762	168292	118081
1763	168389	117986
1764	168491	117896
1765	168590	117803
1766	168683	117705
1767	168786	117615
1768	168880	117519
1769	168969	117419
1770	169068	117326
1771	169160	117228
1772	169251	117130
1773	169352	117038
1774	169451	116945
1775	169558	116857
1776	169654	116762
1777	169756	116671
1778	169855	116578
1779	169950	116483
1780	170045	116387
1781	170141	116291
1782	170232	116193
1783	170324	116095
1784	170412	115994
1785	170518	115906
1786	170614	115811
1787	170710	115716
1788	170810	115623
1789	170910	115531
1790	171006	115436
1791	171105	115343
1792	171196	115244
1793	171291	115148
1794	171387	115053
1795	171483	114958
1796	171580	114864
1797	171671	114766
1798	171773	114674
1799	171872	114581
1800	171958	114480
1801	172061	114389
1802	172149	114289
1803	172261	114204
1804	172354	114107
1805	172454	114014
1806	172560	113926
1807	172654	113830
1808	172753	113736
1809	172842	113636
1810	172938	113541
1811	173030	113443
1812	173129	113350
1813	173231	113259
1814	173321	113160
1815	173411	113061
1816	173507	112966
1817	173606	112872
1818	173704	112778
1819	173799	112683
1820	173897	112589
1821	173991	112493
1822	174087	112397
1823	174181	112301
1824	174276	112205
1825	174370	112108
1826	174467	112014
1827	174568	111922
1828	174671	111831
1829	174772	111739
1830	174869	111645
1831	174969	111552
1832	175064	111456
1833	175161	111362
1834	175255	111265
1835	175334	111159
1836	175427	111062
1837	175520	110965
1838	175610	110866
1839	175706	110771
1840	175799	110674
1841	175886	110573
1842	175982	110478
1843	176071	110378
1844	176168	110284
1845	176261	110187
1846	176352	110088
1847	176452	109996
1848	176548	109901
1849	176649	109809
1850	176745	109713
1851	176838	109616
1852	176932	109520
1853	177030	109426
1854	177128	109332
1855	177219	109234
1856	177321	109142
1857	177409	109043
1858	177504	108946
1859	177600	108851
1860	177694	108755
1861	177799	108665
1862	177899	108572
1863	177991	108475
1864	178090	108382
1865	178187	108287
1866	178288	108195
1867	178395	108107
1868	178489	108010
1869	178587	107916
1870	178679	107819
1871	178772	107721
1872	178871	107628
1873	178968	107533
1874	179061	107436
1875	179160	107343
1876	179255	107247
1877	179352	107153
1878	179450	107059
1879	179550	106966
1880	179645	106870
1881	179730	106768
1882	179816	106667
1883	179907	106569
1884	180002	106473
1885	180094	106376
1886	180199	106286
1887	180298	106192
1888	180394	106097
1889	180483	105997
1890	180575	105900
1891	180673	105806
1892	180771	105712
1893	180873	105620
1894	180965	105523
1895	181061	105428
1896	181161	105335
1897	181261	105242
1898	181370	105154
1899	181459	105055
1900	181555	104960
1901	181644	104861
1902	181734	104762
1903	181838	104671
1904	181938	104578
1905	182025	104478
1906	182123	104384
1907	182224	104292
1908	182315	104193
1909	182418	104102
1910	182510	104005
1911	182601	103907
1912	182682	103803
1913	182784	103711
1914	182878	103615
1915	182976	103520
1916	183072	103425
1917	183176	103334
1918	183277	103242
1919	183366	103143
1920	183468	103051
1921	183564	102956
1922	183659	102860
1923	183757	102766
1924	183860	102675
1925	183960	102582
1926	184050	102483
1927	184143	102387
1928	184235	102289
1929	184332	102194
1930	184426	102098
1931	184521	102002
1932	184612	101904
1933	184701	101805
1934	184797	101710
1935	184888	101612
1936	184973	101511
1937	185069	101415
1938	185163	101319
1939	185259	101224
1940	185363	101133
1941	185451	101033
1942	185546	100937
1943	185645	100844
1944	185746	100751
1945	185840	100655
1946	185928	100556
1947	186029	100463
1948	186120	100365
1949	186213	100268
1950	186308	100173
1951	186401	100076
1952	186504	99984
1953	186601	99890
1954	186700	99796
1955	186801	99703
1956	186893	99606
1957	186986	99509
1958	187072	99409
1959	187172	99315
1960	187263	99218
1961	187360	99123
1962	187468	99034
1963	187570	98942
1964	187680	98854
1965	187792	98767
1966	187899	98678
1967	188004	98587
1968	188117	98501
1969	188219	98409
1970	188307	98309
1971	188404	98214
1972	188509	98124
1973	188612	98032
1974	188703	97934
1975	188803	97841
1976	188905	97749
1977	189001	97653
1978	189094	97557
1979	189186	97459
1980	189282	97364
1981	189372	97266
1982	189465	97169
1983	189560	97073
1984	189653	96976
1985	189743	96878
1986	189829	96777
1987	189926	96682
1988	190027	96590
1989	190120	96493
1990	190214	96397
1991	190307	96300
1992	190408	96207
1993	190498	96109
1994	190597	96015
1995	190693	95920
1996	190786	95823
1997	190877	95725
1998	190977	95631
1999	191075	95537
2000	191176	95445
2001	191264	95345
2002	191372	95256
2003	191477	95165
2004	191583	95075
2005	191679	94979
2006	191770	94881
2007	191869	94788
2008	191965	94692
2009	192059	94596
2010	192155	94501
2011	192244	94402
2012	192340	94307
2013	192439	94213
2014	192540	94120
2015	192639	94026
2016	192730	93928
2017	192827	93833
2018	192921	93737
2019	193019	93643
2020	193114	93547
2021	193208	93451
2022	193303	93355
2023	193401	93260
2024	193498	93165
2025	193593	93070
2026	193689	92974
2027	193783	92878
2028	193879	92783
2029	193966	92683
2030	194053	92583
2031	194155	92491
2032	194258	92399
2033	194368	92310
2034	194470	92218
2035	194571	92125
2036	194666	92029
2037	194772	91938
2038	194874	91846
2039	194970	91750
2040	195070	91657
2041	195168	91562
2042	195261	91466
2043	195360	91372
2044	195458	91277
2045	195556	91183
2046	195654	91088
2047	195754	90995
2048	195849	90899
2049	195949	90805
2050	196052	90713
2051	196152	90620
2052	196242	90521
2053	196342	90428
2054	196442	90334
2055	196539	90239
2056	196625	90140
2057	196717	90042
2058	196818	89949
2059	196917	89855
2060	197023	89764
2061	197121	89670
2062	197218	89575
2063	197310	89477
2064	197410	89384
2065	197498	89285
2066	197581	89184
2067	197676	89088
2068	197779	88995
2069	197880	88902
2070	197964	88801
2071	198058	88705
2072	198150	88608
2073	198239	88509
2074	198336	88415
2075	198436	88321
2076	198531	88225
2077	198624	88129
2078	198719	88033
2079	198816	87938
2080	198909	87841
2081	199010	87748
2082	199108	87653
2083	199198	87555
2084	199284	87455
2085	199383	87361
2086	199480	87266
2087	199580	87173
2088	199672	87075
2089	199768	86980
2090	199863	86884
2091	199960	86789
2092	200053	86693
2093	200149	86597
2094	200242	86500
2095	200340	86406
2096	200432	86309
2097	200534	86216
2098	200629	86120
2099	200728	86026
2100	200826	85931
2101	200921	85836
2102	201023	85743
2103	201132	85653
2104	201227	85557
2105	201314	85458
2106	201411	85363
2107	201494	85262
2108	201588	85166
2109	201686	85071
2110	201784	84977
2111	201881	84882
2112	201980	84787
2113	202071	84690
2114	202165	84594
2115	202261	84498
2116	202362	84405
2117	202453	84307
2118	202545	84210
2119	202640	84114
2120	202738	84020
2121	202835	83925
2122	202925	83827
2123	203029	83735
2124	203128	83641
2125	203217	83542
2126	203309	83445
2127	203406	83350
2128	203501	83254
2129	203592	83157
2130	203687	83061
2131	203789	82968
2132	203885	82873
2133	203983	82778
2134	204078	82682
2135	204175	82587
2136	204278	82495
2137	204379	82401
2138	204469	82304
2139	204570	82210
2140	204668	82116
2141	204766	82021
2142	204863	81926
2143	204957	81830
2144	205056	81735
2145	205154	81641
2146	205260	81549
2147	205360	81455
2148	205464	81363
2149	205549	81263
2150	205649	81170
2151	205738	81071
2152	205831	80975
2153	205928	80880
2154	206021	80783
2155	206126	80691
2156	206226	80597
2157	206321	80501
2158	206416	80405
2159	206528	80316
2160	206628	80222
2161	206714	80123
2162	206822	80032
2163	206916	79936
2164	207007	79838
2165	207095	79740
2166	207194	79646
2167	207281	79547
2168	207373	79450
2169	207467	79353
2170	207567	79259
2171	207656	79161
2172	207752	79066
2173	207846	78970
2174	207942	78874
2175	208041	78780
2176	208160	78693
2177	208282	78607
2178	208387	78515
2179	208482	78419
2180	208589	78328
2181	208682	78231
2182	208789	78140
2183	208888	78046
2184	208990	77953
2185	209092	77859
2186	209197	77767
2187	209299	77674
2188	209405	77582
2189	209496	77485
2190	209590	77388
2191	209687	77293
2192	209807	77206
2193	209916	77116
2194	210020	77023
2195	210128	76932
2196	210228	76838
2197	210326	76743
2198	210421	76647
2199	210509	76548
2200	210615	76457
2201	210723	76365
2202	210837	76276
2203	210936	76182
2204	211030	76085
2205	211116	75986
2206	211205	75888
2207	211296	75791
2208	211388	75694
2209	211488	75599
2210	211579	75502
2211	211671	75405
2212	211774	75312
2213	211863	75214
2214	211953	75116
2215	212056	75023
2216	212154	74928
2217	212233	74826
2218	212321	74728
2219	212429	74637
2220	212523	74541
2221	212616	74444
2222	212713	74349
2223	212808	74253
2224	212898	74155
2225	212992	74059
2226	213082	73961
2227	213185	73868
2228	213283	73773
2229	213378	73677
2230	213469	73580
2231	213571	73486
2232	213667	73391
2233	213764	73296
2234	213860	73200
2235	213944	73101
2236	214031	73002
2237	214127	72906
2238	214227	72812
2239	214317	72714
2240	214403	72615
2241	214494	72518
2242	214594	72424
2243	214701	72332
2244	214803	72238
2245	214911	72147
2246	215007	72051
2247	215100	71955
2248	215191	71858
2249	215294	71764
2250	215382	71666
2251	215479	71571
2252	215574	71475
2253	215670	71379
2254	215771	71285
2255	215865	71189
2256	215952	71091
2257	216055	70997
2258	216147	70901
2259	216233	70802
2260	216327	70705
2261	216418	70608
2262	216516	70513
2263	216616	70419
2264	216707	70322
2265	216800	70225
2266	216898	70130
2267	216998	70036
2268	217083	69937
2269	217178	69841
2270	217275	69746
2271	217364	69648
2272	217475	69557
2273	217571	69462
2274	217668	69366
2275	217756	69268
2276	217848	69171
2277	217943	69075
2278	218036	68979
2279	218134	68884
2280	218250	68795
2281	218357	68703
2282	218455	68608
2283	218552	68512
2284	218648	68417
2285	218740	68320
2286	218846	68227
2287	218952	68135
2288	219047	68039
2289	219132	67940
2290	219223	67843
2291	219317	67747
2292	219420	67653
2293	219509	67556
2294	219614	67463
2295	219714	67368
2296	219820	67276
2297	219917	67180
2298	220003	67082
2299	220098	66986
2300	220201	66892
2301	220294	66796
2302	220390	66700
2303	220498	66608
2304	220589	66511
2305	220698	66420
2306	220794	66324
2307	220901	66232
2308	220992	66135
2309	221095	66041
2310	221198	65948
2311	221298	65853
2312	221391	65756
2313	221477	65658
2314	221569	65561
2315	221664	65465
2316	221762	65370
2317	221863	65276
2318	221960	65181
2319	222057	65085
2320	222161	64992
2321	222249	64894
2322	222338	64797
2323	222436	64701
2324	222536	64607
2325	222632	64511
2326	222730	64416
2327	222828	64321
2328	222929	64227
2329	223019	64130
2330	223112	64033
2331	223210	63938
2332	223310	63844
2333	223405	63748
2334	223510	63655
2335	223609	63560
2336	223702	63463
2337	223804	63369
2338	223904	63275
2339	223990	63176
2340	224076	63078
2341	224173	62982
2342	224273	62888
2343	224367	62792
2344	224466	62697
2345	224561	62601
2346	224657	62506
2347	224754	62410
2348	224844	62313
2349	224941	62217
2350	225035	62121
2351	225128	62025
2352	225225	61929
2353	225316	61832
2354	225402	61734
2355	225496	61638
2356	225583	61540
2357	225680	61444
2358	225770	61347
2359	225872	61253
2360	225971	61158
2361	226068	61063
2362	226161	60966
2363	226253	60870
2364	226355	60776
2365	226448	60679
2366	226543	60583
2367	226639	60488
2368	226734	60392
2369	226827	60295
2370	226928	60201
2371	227027	60106
2372	227121	60010
2373	227220	59915
2374	227314	59819
2375	227407	59723
2376	227509	59629
2377	227601	59532
2378	227693	59435
2379	227786	59339
2380	227882	59243
2381	227982	59149
2382	228077	59053
2383	228176	58958
2384	228271	58862
2385	228368	58767
2386	228461	58670
2387	228558	58575
2388	228647	58477
2389	228737	58380
2390	228844	58287
2391	228947	58193
2392	229051	58100
2393	229140	58003
2394	229237	57907
2395	229332	57811
2396	229441	57719
2397	229537	57623
2398	229634	57528
2399	229732	57433
2400	229828	57337
2401	229924	57241
2402	230016	57145
2403	230119	57051
2404	230210	56954
2405	230313	56860
2406	230409	56764
2407	230507	56669
2408	230604	56574
2409	230699	56478
2410	230801	56384
2411	230893	56287
2412	230988	56191
2413	231082	56095
2414	231173	55998
2415	231266	55902
2416	231364	55806
2417	231454	55709
2418	231550	55614
2419	231637	55516
2420	231739	55422
2421	231842	55328
2422	231930	55230
2423	232026	55134
2424	232122	55039
2425	232212	54942
2426	232319	54849
2427	232415	54753
2428	232512	54658
2429	232611	54563
2430	232706	54467
2431	232810	54373
2432	232904	54277
2433	233006	54182
2434	233107	54088
2435	233205	53993
2436	233298	53897
2437	233392	53800
2438	233496	53706
2439	233594	53611
2440	233694	53517
2441	233791	53421
2442	233895	53327
2443	233996	53233
2444	234094	53138
2445	234184	53040
2446	234285	52946
2447	234376	52849
2448	234467	52752
2449	234562	52656
2450	234657	52561
2451	234753	52465
2452	234855	52370
2453	234953	52275
2454	235074	52185
2455	235161	52087
2456	235262	51993
2457	235356	51897
2458	235454	51801
2459	235543	51704
2460	235636	51608
2461	235723	51510
2462	235817	51414
2463	235915	51319
2464	236007	51222
2465	236100	51126
2466	236193	51029
2467	236291	50934
2468	236391	50839
2469	236492	50745
2470	236585	50648
2471	236676	50552
2472	236768	50455
2473	236862	50359
2474	236954	50263
2475	237050	50167
2476	237133	50068
2477	237225	49972
2478	237320	49876
2479	237415	49780
2480	237508	49684
2481	237609	49589
2482	237695	49491
2483	237795	49397
2484	237898	49302
2485	237986	49205
2486	238085	49110
2487	238189	49016
2488	238289	48921
2489	238382	48825
2490	238480	48729
2491	238578	48634
2492	238675	48539
2493	238771	48443
2494	238875	48349
2495	238974	48254
2496	239073	48159
2497	239169	48063
2498	239272	47969
2499	239357	47871
2500	239450	47775
2501	239547	47679
2502	239644	47584
2503	239753	47491
2504	239851	47395
2505	239943	47299
2506	240033	47202
2507	240136	47108
2508	240236	47013
2509	240325	46916
2510	240413	46818
2511	240514	46724
2512	240608	46628
2513	240699	46531
2514	240793	46435
2515	240891	46340
2516	240984	46243
2517	241074	46146
2518	241169	46051
2519	241263	45954
2520	241360	45859
2521	241454	45763
2522	241554	45668
2523	241652	45573
2524	241741	45476
2525	241837	45380
2526	241929	45284
2527	242014	45186
2528	242108	45090
2529	242205	44994
2530	242297	44898
2531	242390	44802
2532	242483	44705
2533	242579	44610
2534	242673	44514
2535	242760	44416
2536	242855	44320
2537	242949	44224
2538	243045	44129
2539	243137	44032
2540	243233	43937
2541	243332	43842
2542	243431	43746
2543	243528	43651
2544	243617	43554
2545	243705	43457
2546	243805	43362
2547	243899	43266
2548	243996	43170
2549	244089	43074
2550	244186	42979
2551	244272	42881
2552	244369	42786
2553	244464	42690
2554	244555	42593
2555	244643	42496
2556	244739	42401
2557	244843	42306
2558	244935	42210
2559	245033	42115
2560	245126	42018
2561	245215	41922
2562	245314	41826
2563	245398	41729
2564	245487	41632
2565	245580	41536
2566	245669	41439
2567	245764	41343
2568	245857	41247
2569	245963	41153
2570	246061	41058
2571	246148	40960
2572	246240	40864
2573	246329	40767
2574	246421	40671
2575	246517	40575
2576	246610	40479
2577	246715	40385
2578	246812	40290
2579	246915	40195
2580	247017	40100
2581	247110	40004
2582	247206	39909
2583	247305	39813
2584	247403	39718
2585	247490	39621
2586	247584	39525
2587	247671	39428
2588	247763	39332
2589	247857	39236
2590	247954	39140
2591	248051	39045
2592	248142	38948
2593	248239	38853
2594	248334	38757
2595	248439	38663
2596	248532	38567
2597	248625	38470
2598	248720	38375
2599	248814	38279
2600	248912	38183
2601	249003	38087
2602	249098	37991
2603	249201	37896
2604	249297	37801
2605	249397	37706
2606	249484	37609
2607	249583	37514
2608	249679	37418
2609	249777	37323
2610	249878	37228
2611	249968	37131
2612	250063	37035
2613	250157	36939
2614	250247	36843
2615	250346	36748
2616	250437	36651
2617	250538	36556
2618	250636	36461
2619	250726	36364
2620	250812	36267
2621	250919	36173
2622	251024	36079
2623	251117	35983
2624	251217	35888
2625	251312	35792
2626	251407	35696
2627	251504	35601
2628	251602	35505
2629	251694	35409
2630	251785	35313
2631	251887	35218
2632	251983	35122
2633	252078	35026
2634	252174	34931
2635	252262	34834
2636	252361	34739
2637	252452	34642
2638	252549	34547
2639	252650	34452
2640	252748	34356
2641	252846	34261
2642	252947	34166
2643	253038	34070
2644	253128	33973
2645	253226	33878
2646	253322	33782
2647	253415	33686
2648	253509	33590
2649	253615	33496
2650	253703	33399
2651	253793	33303
2652	253889	33207
2653	253984	33111
2654	254074	33015
2655	254164	32918
2656	254253	32822
2657	254348	32726
2658	254439	32630
2659	254538	32534
2660	254623	32437
2661	254712	32341
2662	254803	32245
2663	254897	32149
2664	254996	32054
2665	255102	31959
2666	255203	31864
2667	255292	31768
2668	255383	31671
2669	255477	31575
2670	255575	31480
2671	255669	31384
2672	255771	31289
2673	255874	31194
2674	255974	31099
2675	256064	31003
2676	256153	30906
2677	256238	30809
2678	256333	30714
2679	256440	30619
2680	256541	30524
2681	256643	30429
2682	256732	30333
2683	256827	30237
2684	256919	30141
2685	257013	30045
2686	257111	29950
2687	257205	29854
2688	257306	29759
2689	257396	29662
2690	257491	29566
2691	257590	29471
2692	257676	29374
2693	257776	29279
2694	257875	29184
2695	257972	29088
2696	258061	28992
2697	258167	28897
2698	258262	28802
2699	258358	28706
2700	258456	28611
2701	258553	28515
2702	258646	28419
2703	258756	28325
2704	258854	28230
2705	258950	28134
2706	259043	28038
2707	259128	27941
2708	259229	27846
2709	259320	27750
2710	259420	27654
2711	259513	27558
2712	259609	27463
2713	259704	27367
2714	259797	27271
2715	259895	27176
2716	259992	27080
2717	260087	26984
2718	260184	26889
2719	260271	26792
2720	260365	26696
2721	260457	26600
2722	260551	26504
2723	260654	26409
2724	260743	26313
2725	260834	26217
2726	260927	26121
2727	261016	26025
2728	261107	25928
2729	261199	25832
2730	261287	25736
2731	261382	25640
2732	261482	25545
2733	261571	25449
2734	261668	25353
2735	261759	25257
2736	261855	25161
2737	261946	25065
2738	262038	24969
2739	262143	24874
2740	262236	24779
2741	262346	24684
2742	262432	24588
2743	262529	24492
2744	262619	24396
2745	262709	24300
2746	262804	24204
2747	262899	24108
2748	262999	24013
2749	263093	23917
2750	263195	23822
2751	263287	23726
2752	263380	23630
2753	263478	23535
2754	263571	23439
2755	263665	23343
2756	263762	23247
2757	263854	23151
2758	263943	23055
2759	264043	22960
2760	264132	22864
2761	264230	22768
2762	264323	22672
2763	264427	22577
2764	264524	22482
2765	264616	22386
2766	264713	22290
2767	264809	22194
2768	264901	22099
2769	264996	22003
2770	265080	21906
2771	265171	21810
2772	265266	21714
2773	265359	21619
2774	265453	21523
2775	265551	21427
2776	265646	21332
2777	265733	21235
2778	265828	21139
2779	265930	21044
2780	266023	20949
2781	266113	20852
2782	266213	20757
2783	266306	20661
2784	266397	20565
2785	266495	20470
2786	266588	20374
2787	266691	20279
2788	266787	20183
2789	266881	20087
2790	266968	19991
2791	267062	19895
2792	267158	19800
2793	267251	19704
2794	267349	19608
2795	267446	19513
2796	267542	19417
2797	267640	19322
2798	267738	19226
2799	267838	19131
2800	267939	19036
2801	268039	18940
2802	268125	18844
2803	268234	18749
2804	268334	18654
2805	268442	18559
2806	268549	18464
2807	268649	18369
2808	268755	18274
2809	268859	18179
2810	268951	18083
2811	269058	17988
2812	269156	17892
2813	269247	17796
2814	269343	17701
2815	269434	17605
2816	269532	17509
2817	269627	17413
2818	269725	17318
2819	269825	17222
2820	269930	17127
2821	270026	17032
2822	270126	16936
2823	270227	16841
2824	270323	16745
2825	270420	16650
2826	270510	16554
2827	270615	16458
2828	270702	16362
2829	270807	16267
2830	270911	16172
2831	271007	16076
2832	271112	15981
2833	271217	15886
2834	271318	15791
2835	271414	15695
2836	271516	15599
2837	271616	15504
2838	271703	15408
2839	271797	15312
2840	271904	15217
2841	271997	15121
2842	272093	15025
2843	272194	14930
2844	272293	14834
2845	272385	14739
2846	272477	14643
2847	272576	14547
2848	272669	14451
2849	272767	14356
2850	272871	14260
2851	272953	14164
2852	273050	14068
2853	273141	13972
2854	273237	13877
2855	273331	13781
2856	273427	13685
2857	273525	13590
2858	273619	13494
2859	273714	13398
2860	273809	13302
2861	273909	13207
2862	274005	13111
2863	274103	13016
2864	274199	12920
2865	274300	12824
2866	274395	12729
2867	274500	12633
2868	274591	12537
2869	274687	12442
2870	274777	12346
2871	274877	12250
2872	274969	12154
2873	275058	12058
2874	275157	11963
2875	275250	11867
2876	275349	11771
2877	275438	11675
2878	275538	11580
2879	275636	11484
2880	275728	11388
2881	275823	11293
2882	275924	11197
2883	276020	11102
2884	276116	11006
2885	276217	10910
2886	276319	10815
2887	276417	10719
2888	276512	10624
2889	276607	10528
2890	276704	10432
2891	276794	10336
2892	276895	10241
2893	276986	10145
2894	277089	10049
2895	277190	9954
2896	277293	9858
2897	277396	9763
2898	277497	9667
2899	277601	9572
2900	277696	9476
2901	277791	9380
2902	277892	9285
2903	277996	9189
2904	278087	9094
2905	278180	8998
2906	278277	8902
2907	278378	8807
2908	278478	8711
2909	278576	8615
2910	278664	8519
2911	278761	8424
2912	278865	8328
2913	278962	8232
2914	279063	8137
2915	279163	8041
2916	279260	7946
2917	279350	7850
2918	279443	7754
2919	279533	7658
2920	279629	7562
2921	279722	7466
2922	279815	7371
2923	279919	7275
2924	280017	7179
2925	280116	7084
2926	280221	6988
2927	280317	6893
2928	280407	6797
2929	280504	6701
2930	280600	6605
2931	280688	6509
2932	280787	6414
2933	280887	6318
2934	280981	6222
2935	281070	6126
2936	281166	6031
2937	281263	5935
2938	281362	5839
2939	281455	5743
2940	281551	5648
2941	281641	5552
2942	281736	5456
2943	281833	5360
2944	281931	5265
2945	282022	5169
2946	282117	5073
2947	282218	4978
2948	282303	4882
2949	282399	4786
2950	282496	4690
2951	282596	4595
2952	282697	4499
2953	282799	4403
2954	282896	4308
2955	282983	4212
2956	283076	4116
2957	283165	4020
2958	283256	3924
2959	283347	3829
2960	283445	3733
2961	283541	3637
2962	283638	3541
2963	283730	3446
2964	283828	3350
2965	283928	3254
2966	284025	3159
2967	284119	3063
2968	284224	2967
2969	284317	2871
2970	284407	2776
2971	284499	2680
2972	284592	2584
2973	284686	2488
2974	284785	2393
2975	284883	2297
2976	284989	2201
2977	285083	2106
2978	285182	2010
2979	285290	1914
2980	285381	1818
2981	285476	1723
2982	285573	1627
2983	285666	1531
2984	285762	1435
2985	285864	1340
2986	285960	1244
2987	286055	1148
2988	286151	1053
2989	286239	957
2990	286340	861
2991	286436	765
2992	286531	670
2993	286624	574
2994	286718	478
2995	286819	382
2996	286926	287
2997	287024	191
2998	287128	95
2999	287231	0
